Fecha,Comprador,Vendedor
7/10/2019,56.067,60.191
4/10/2019,55.964,60.093
3/10/2019,56.097,60.226
2/10/2019,56.107,60.221
1/10/2019,55.883,60.095
30/9/2019,55.657,59.818
27/9/2019,55.395,59.556
26/9/2019,55.348,59.511
25/9/2019,55.136,59.339
24/9/2019,55.126,59.338
23/9/2019,55.076,59.321
20/9/2019,54.868,59.081
19/9/2019,54.989,59.071
18/9/2019,54.926,59.147
17/9/2019,54.918,59.065
16/9/2019,54.489,58.774
13/9/2019,54.211,58.443
12/9/2019,54.254,58.407
11/9/2019,53.98,58.236
10/9/2019,53.885,58.13
9/9/2019,53.878,58.153
6/9/2019,53.797,58.023
5/9/2019,53.871,58.207
4/9/2019,53.577,58.061
3/9/2019,53.458,58.486
2/9/2019,53.319,58.411
30/8/2019,57.561,62.035
29/8/2019,56.157,60.304
28/8/2019,56.275,60.171
27/8/2019,54.696,58.66
26/8/2019,53.033,57.206
23/8/2019,53.091,57.307
22/8/2019,52.809,57.237
21/8/2019,52.646,57.266
20/8/2019,52.355,57.378
16/8/2019,53.104,58.123
15/8/2019,54.651,59.717
14/8/2019,56.833,62.176
13/8/2019,53.263,58.328
12/8/2019,51.23,57.297
9/8/2019,44.239,46.547
8/8/2019,44.214,46.468
7/8/2019,44.533,46.803
6/8/2019,44.218,46.482
5/8/2019,44.427,46.685
2/8/2019,43.628,45.886
1/8/2019,43.304,45.549
31/7/2019,42.754,45.016
30/7/2019,42.791,45.059
29/7/2019,42.679,44.931
26/7/2019,42.255,44.515
25/7/2019,42.322,44.56
24/7/2019,41.807,44.056
23/7/2019,41.618,43.87
22/7/2019,41.356,43.608
19/7/2019,41.364,43.616
18/7/2019,41.36,43.612
17/7/2019,41.454,43.706
16/7/2019,41.546,43.779
15/7/2019,41.158,43.405
12/7/2019,40.597,42.849
11/7/2019,40.654,42.906
10/7/2019,40.839,43.091
5/7/2019,40.871,43.104
4/7/2019,40.654,42.887
3/7/2019,40.993,43.246
2/7/2019,41.185,43.452
1/7/2019,41.228,43.48
28/6/2019,41.441,43.703
27/6/2019,41.681,43.936
26/6/2019,41.695,43.949
25/6/2019,41.291,43.482
24/6/2019,41.432,43.668
21/6/2019,41.818,44.075
19/6/2019,42.243,44.499
18/6/2019,42.47,44.711
14/6/2019,42.913,45.169
13/6/2019,42.363,44.619
12/6/2019,42.666,44.879
11/6/2019,43.682,45.938
10/6/2019,43.901,46.138
7/6/2019,43.854,46.124
6/6/2019,43.865,46.12
5/6/2019,43.817,46.082
4/6/2019,43.701,45.956
3/6/2019,43.87,46.125
31/5/2019,43.849,46.1
30/5/2019,43.411,45.643
29/5/2019,43.462,45.776
28/5/2019,43.633,45.884
27/5/2019,43.84,46.09
24/5/2019,43.822,46.062
23/5/2019,44.024,46.263
22/5/2019,43.82,46.051
21/5/2019,43.81,46.042
20/5/2019,44.185,46.424
17/5/2019,43.96,46.2
16/5/2019,43.762,46.002
15/5/2019,43.927,46.164
14/5/2019,43.928,46.164
13/5/2019,44.176,46.389
10/5/2019,43.839,46.042
9/5/2019,44.285,46.491
8/5/2019,44.138,46.334
7/5/2019,44.153,46.359
6/5/2019,43.719,45.927
3/5/2019,43.382,45.553
2/5/2019,43.807,46.016
30/4/2019,43.152,45.358
29/4/2019,43.411,45.596
26/4/2019,44.713,46.904
25/4/2019,43.913,46.089
24/4/2019,42.861,44.919
23/4/2019,41.545,43.522
22/4/2019,41.719,43.694
17/4/2019,41.003,42.978
16/4/2019,41.404,43.376
15/4/2019,40.672,42.647
12/4/2019,41.316,43.289
11/4/2019,41.898,43.871
10/4/2019,42.096,44.069
9/4/2019,42.524,44.501
8/4/2019,42.864,44.838
5/4/2019,42.984,44.96
4/4/2019,42.433,44.406
3/4/2019,41.865,43.839
1/4/2019,41.883,43.858
29/3/2019,42.422,44.397
28/3/2019,42.672,44.652
27/3/2019,42.948,44.923
26/3/2019,41.698,43.671
25/3/2019,41.018,42.99
22/3/2019,40.888,42.862
21/3/2019,40.03,42.016
20/3/2019,39.969,41.954
19/3/2019,39.578,41.591
18/3/2019,39.031,41.016
15/3/2019,39.147,41.134
14/3/2019,39.777,41.764
13/3/2019,40.317,42.302
12/3/2019,40.53,42.516
11/3/2019,40.307,42.292
8/3/2019,40.282,42.267
7/3/2019,41.427,43.412
6/3/2019,39.769,41.711
1/3/2019,38.894,40.836
28/2/2019,38.201,40.135
27/2/2019,37.882,39.825
26/2/2019,37.999,39.953
25/2/2019,38.054,40.009
22/2/2019,38.263,40.205
21/2/2019,38.59,40.535
20/2/2019,38.757,40.71
19/2/2019,38.359,40.32
18/2/2019,37.854,39.803
15/2/2019,37.563,39.51
14/2/2019,37.351,39.303
13/2/2019,37.245,39.197
12/2/2019,36.993,38.944
11/2/2019,37.112,39.07
8/2/2019,36.949,38.898
7/2/2019,36.966,38.914
6/2/2019,36.574,38.404
5/2/2019,36.301,38.253
4/2/2019,36.304,38.262
1/2/2019,36.348,38.307
31/1/2019,36.322,38.277
30/1/2019,36.632,38.587
29/1/2019,36.618,38.573
28/1/2019,36.182,38.137
25/1/2019,36.234,38.186
24/1/2019,36.529,38.483
23/1/2019,36.622,38.576
22/1/2019,36.572,38.527
21/1/2019,36.741,38.69
18/1/2019,36.611,38.561
17/1/2019,36.79,38.739
16/1/2019,36.522,38.467
15/1/2019,36.252,38.197
14/1/2019,36.111,38.057
11/1/2019,36.086,38.031
10/1/2019,36.219,38.163
9/1/2019,36.554,38.499
8/1/2019,36.687,38.634
7/1/2019,36.455,38.403
4/1/2019,36.461,38.405
3/1/2019,36.567,38.511
2/1/2019,36.803,38.744
28/12/2018,36.906,38.849
27/12/2018,37.459,39.403
26/12/2018,37.54,39.484
21/12/2018,37.088,39.034
20/12/2018,37.105,39.049
19/12/2018,37.384,39.328
18/12/2018,37.248,39.185
17/12/2018,37.275,39.219
14/12/2018,37.082,39.027
13/12/2018,36.859,38.803
12/12/2018,36.672,38.616
11/12/2018,36.807,38.751
10/12/2018,36.804,38.754
7/12/2018,36.371,38.308
6/12/2018,36.723,38.667
5/12/2018,36.738,38.682
4/12/2018,36.393,38.318
3/12/2018,35.672,37.615
29/11/2018,36.805,38.805
28/11/2018,37.59,39.537
27/11/2018,37.642,39.582
26/11/2018,38.03,39.972
23/11/2018,36.566,38.507
22/11/2018,35.522,37.433
21/11/2018,35.322,37.245
20/11/2018,35.284,37.172
16/11/2018,35.077,36.978
15/11/2018,35.083,36.979
14/11/2018,35.096,36.998
13/11/2018,35.082,36.97
12/11/2018,34.521,36.423
9/11/2018,34.483,36.384
8/11/2018,34.63,36.532
7/11/2018,34.855,36.724
5/11/2018,34.698,36.6
2/11/2018,34.703,36.604
1/11/2018,34.874,36.775
31/10/2018,35.084,36.984
30/10/2018,35.882,37.782
29/10/2018,35.865,37.765
26/10/2018,35.96,37.845
25/10/2018,35.9,37.785
24/10/2018,35.975,37.876
23/10/2018,35.682,37.577
22/10/2018,35.521,37.42
19/10/2018,35.632,37.532
18/10/2018,35.607,37.507
17/10/2018,35.381,37.286
16/10/2018,35.206,37.111
12/10/2018,35.708,37.6
11/10/2018,35.869,37.769
10/10/2018,36.281,38.174
9/10/2018,36.291,38.178
8/10/2018,36.649,38.559
5/10/2018,37.021,38.908
4/10/2018,37.449,39.445
3/10/2018,36.754,38.732
2/10/2018,37.097,39.067
1/10/2018,38.764,40.74
28/9/2018,39.882,41.886
27/9/2018,38.603,40.529
26/9/2018,37.653,39.436
25/9/2018,37.069,38.882
24/9/2018,36.435,38.175
21/9/2018,36.395,38.136
20/9/2018,37.252,38.977
19/9/2018,38.388,40.124
18/9/2018,38.756,40.502
17/9/2018,38.655,40.408
14/9/2018,38.754,40.512
13/9/2018,38.435,40.223
12/9/2018,37.337,39.083
11/9/2018,36.985,38.713
10/9/2018,36.438,38.184
7/9/2018,36.066,37.811
6/9/2018,36.54,38.319
5/9/2018,37.481,39.246
4/9/2018,37.895,39.688
3/9/2018,37.169,38.986
31/8/2018,36.188,37.998
30/8/2018,37.872,39.775
29/8/2018,33.136,34.402
28/8/2018,30.978,32.055
27/8/2018,30.501,31.541
24/8/2018,30.42,31.469
23/8/2018,29.939,30.982
22/8/2018,29.77,30.817
21/8/2018,29.51,30.551
17/8/2018,29.385,30.425
16/8/2018,29.351,30.391
15/8/2018,29.617,30.68
14/8/2018,29.289,30.384
13/8/2018,29.591,30.68
10/8/2018,28.721,29.798
9/8/2018,27.664,28.696
8/8/2018,27.201,28.232
7/8/2018,26.998,28.031
6/8/2018,27.036,28.037
3/8/2018,26.973,28.005
2/8/2018,27.135,28.167
1/8/2018,27.193,28.225
31/7/2018,26.993,28.028
30/7/2018,26.963,28.017
27/7/2018,26.971,28.006
26/7/2018,27.009,28.043
25/7/2018,26.996,28.031
24/7/2018,27.102,28.136
23/7/2018,27.234,28.269
20/7/2018,27.195,28.271
19/7/2018,27.348,28.356
18/7/2018,27.244,28.321
17/7/2018,27.081,28.157
16/7/2018,26.922,28
13/7/2018,26.864,27.94
12/7/2018,26.838,27.915
11/7/2018,27.113,28.189
10/7/2018,26.971,28.049
6/7/2018,27.546,28.622
5/7/2018,27.672,28.749
4/7/2018,27.706,28.782
3/7/2018,27.588,28.666
2/7/2018,27.962,29.038
29/6/2018,28.552,29.57
28/6/2018,27.589,28.679
27/6/2018,26.96,28.051
26/6/2018,26.639,27.726
25/6/2018,26.573,27.664
22/6/2018,26.676,27.757
21/6/2018,27.106,28.194
19/6/2018,27.357,28.463
18/6/2018,27.301,28.411
15/6/2018,27.742,28.847
14/6/2018,27.263,28.428
13/6/2018,25.716,26.687
12/6/2018,25.412,26.382
11/6/2018,25.467,26.443
8/6/2018,24.993,25.952
7/6/2018,24.568,25.535
6/6/2018,24.507,25.466
5/6/2018,24.585,25.548
4/6/2018,24.591,25.554
1/6/2018,24.591,25.565
31/5/2018,24.591,25.514
30/5/2018,24.518,25.491
29/5/2018,24.503,25.473
28/5/2018,24.288,25.253
24/5/2018,24.2,25.164
23/5/2018,24.031,24.993
22/5/2018,23.905,24.864
21/5/2018,23.924,24.9
18/5/2018,24.039,25.052
17/5/2018,23.875,24.891
16/5/2018,23.775,24.801
15/5/2018,23.683,24.677
14/5/2018,24.461,25.51
11/5/2018,22.718,23.726
10/5/2018,22.436,23.221
9/5/2018,22.294,23.126
8/5/2018,22.049,22.903
7/5/2018,21.56,22.33
4/5/2018,21.515,22.28
3/5/2018,22.345,22.986
2/5/2018,20.936,21.524
27/4/2018,20.327,20.881
26/4/2018,20.296,20.837
25/4/2018,20.006,20.555
24/4/2018,19.989,20.539
23/4/2018,19.962,20.511
20/4/2018,19.932,20.479
19/4/2018,19.906,20.467
18/4/2018,19.899,20.446
17/4/2018,19.938,20.488
16/4/2018,19.963,20.513
13/4/2018,19.95,20.499
12/4/2018,19.934,20.483
11/4/2018,19.917,20.466
10/4/2018,19.948,20.499
9/4/2018,19.952,20.499
6/4/2018,19.947,20.496
5/4/2018,19.948,20.495
4/4/2018,19.942,20.489
3/4/2018,19.896,20.436
28/3/2018,19.894,20.443
27/3/2018,19.93,20.48
26/3/2018,19.936,20.471
23/3/2018,19.958,20.504
22/3/2018,20.017,20.571
21/3/2018,20.027,20.595
20/3/2018,19.995,20.545
19/3/2018,19.985,20.536
16/3/2018,19.983,20.532
15/3/2018,20.059,20.609
14/3/2018,19.97,20.516
13/3/2018,19.958,20.508
12/3/2018,19.96,20.51
9/3/2018,19.994,20.544
8/3/2018,20.128,20.677
7/3/2018,20.147,20.694
6/3/2018,20.068,20.614
5/3/2018,19.974,20.52
2/3/2018,19.998,20.54
1/3/2018,19.918,20.46
28/2/2018,19.885,20.421
27/2/2018,19.958,20.493
26/2/2018,19.949,20.481
23/2/2018,19.74,20.276
22/2/2018,19.734,20.271
21/2/2018,19.674,20.21
20/2/2018,19.635,20.172
19/2/2018,19.642,20.177
15/2/2018,19.489,20.02
14/2/2018,19.681,20.226
9/2/2018,19.816,20.349
8/2/2018,19.682,20.217
7/2/2018,19.426,19.951
6/2/2018,19.424,19.937
5/2/2018,19.287,19.796
2/2/2018,19.294,19.807
1/2/2018,19.193,19.707
31/1/2018,19.421,19.934
30/1/2018,19.384,19.897
29/1/2018,19.365,19.878
26/1/2018,19.334,19.847
25/1/2018,19.348,19.854
24/1/2018,19.429,19.929
23/1/2018,19.154,19.661
22/1/2018,18.924,19.424
19/1/2018,18.789,19.29
18/1/2018,18.646,19.146
17/1/2018,18.696,19.195
16/1/2018,18.69,19.19
15/1/2018,18.55,19.05
12/1/2018,18.506,19.006
11/1/2018,18.494,18.994
10/1/2018,18.46,18.96
9/1/2018,18.787,19.287
8/1/2018,18.843,19.338
5/1/2018,18.711,19.209
4/1/2018,18.452,18.957
3/1/2018,18.272,18.776
2/1/2018,18.234,18.739
29/12/2017,18.417,18.921
28/12/2017,18.96,19.46
27/12/2017,18.285,18.781
26/12/2017,18.117,18.607
22/12/2017,17.844,18.332
21/12/2017,17.75,18.218
20/12/2017,17.561,18.024
19/12/2017,17.481,17.95
18/12/2017,17.403,17.869
15/12/2017,17.344,17.808
14/12/2017,17.231,17.696
13/12/2017,17.174,17.641
12/12/2017,17.194,17.662
11/12/2017,17.098,17.564
7/12/2017,17.137,17.604
6/12/2017,17.13,17.598
5/12/2017,17.159,17.627
4/12/2017,17.146,17.606
1/12/2017,17.083,17.548
30/11/2017,17.162,17.629
29/11/2017,17.231,17.695
28/11/2017,17.164,17.632
27/11/2017,17.145,17.606
24/11/2017,17.196,17.66
23/11/2017,17.257,17.711
22/11/2017,17.264,17.726
21/11/2017,17.315,17.782
17/11/2017,17.313,17.771
16/11/2017,17.321,17.783
15/11/2017,17.33,17.79
14/11/2017,17.29,17.752
13/11/2017,17.329,17.796
10/11/2017,17.327,17.791
9/11/2017,17.339,17.803
8/11/2017,17.373,17.834
7/11/2017,17.464,17.928
3/11/2017,17.43,17.89
2/11/2017,17.365,17.83
1/11/2017,17.375,17.925
31/10/2017,17.466,17.933
30/10/2017,17.496,17.961
27/10/2017,17.466,17.928
26/10/2017,17.435,17.901
25/10/2017,17.292,17.757
24/10/2017,17.308,17.772
23/10/2017,17.205,17.667
20/10/2017,17.275,17.74
19/10/2017,17.258,17.723
18/10/2017,17.162,17.626
17/10/2017,17.179,17.641
13/10/2017,17.18,17.645
12/10/2017,17.256,17.731
11/10/2017,17.259,17.723
10/10/2017,17.264,17.725
9/10/2017,17.306,17.769
6/10/2017,17.297,17.76
5/10/2017,17.198,17.661
4/10/2017,17.175,17.639
3/10/2017,17.255,17.72
2/10/2017,17.222,17.687
29/9/2017,17.139,17.597
28/9/2017,17.324,17.786
27/9/2017,17.366,17.829
26/9/2017,17.384,17.849
25/9/2017,17.292,17.757
22/9/2017,17.126,17.589
21/9/2017,17.104,17.564
20/9/2017,16.967,17.421
19/9/2017,16.957,17.422
18/9/2017,16.897,17.36
15/9/2017,16.808,17.273
14/9/2017,16.83,17.286
13/9/2017,16.891,17.343
12/9/2017,16.915,17.374
11/9/2017,16.996,17.459
8/9/2017,17.022,17.483
7/9/2017,17.024,17.486
6/9/2017,17.029,17.494
5/9/2017,17.075,17.54
4/9/2017,17.08,17.545
1/9/2017,17.062,17.51
31/8/2017,17.142,17.605
30/8/2017,17.2,17.664
29/8/2017,17.183,17.645
28/8/2017,17.036,17.494
25/8/2017,17.022,17.485
24/8/2017,17.003,17.463
23/8/2017,17.046,17.507
22/8/2017,17.035,17.499
18/8/2017,17.101,17.565
17/8/2017,17.158,17.621
16/8/2017,17.012,17.474
15/8/2017,16.894,17.351
14/8/2017,17.014,17.468
11/8/2017,17.524,17.987
10/8/2017,17.524,17.987
9/8/2017,17.531,17.989
8/8/2017,17.512,17.975
7/8/2017,17.509,17.972
4/8/2017,17.475,17.938
3/8/2017,17.473,17.936
2/8/2017,17.389,17.858
1/8/2017,17.404,17.867
31/7/2017,17.48,17.937
28/7/2017,17.551,18.01
27/7/2017,17.404,17.861
26/7/2017,17.308,17.763
25/7/2017,17.243,17.662
24/7/2017,17.257,17.714
21/7/2017,17.2,17.659
20/7/2017,16.994,17.458
19/7/2017,17.007,17.457
18/7/2017,16.934,17.391
17/7/2017,16.733,17.193
14/7/2017,16.674,17.135
13/7/2017,16.802,17.259
12/7/2017,16.79,17.258
11/7/2017,16.839,17.3
10/7/2017,16.816,17.28
7/7/2017,16.828,17.292
6/7/2017,16.915,17.379
5/7/2017,16.955,17.399
4/7/2017,16.739,17.181
3/7/2017,16.617,17.057
30/6/2017,16.448,16.877
29/6/2017,16.318,16.751
28/6/2017,16.247,16.676
27/6/2017,16.23,16.663
26/6/2017,16.118,16.546
23/6/2017,15.985,16.42
22/6/2017,16.009,16.442
21/6/2017,16.097,16.53
19/6/2017,15.969,16.391
16/6/2017,15.869,16.289
15/6/2017,15.78,16.2
14/6/2017,15.71,16.13
13/6/2017,15.747,16.168
12/6/2017,15.757,16.177
9/6/2017,15.744,16.165
8/6/2017,15.793,16.213
7/6/2017,15.848,16.268
6/6/2017,15.852,16.271
5/6/2017,15.876,16.297
2/6/2017,15.874,16.302
1/6/2017,15.889,16.316
31/5/2017,15.955,16.377
30/5/2017,15.947,16.37
29/5/2017,15.868,16.291
26/5/2017,15.872,16.295
24/5/2017,15.916,16.339
23/5/2017,15.926,16.341
22/5/2017,15.983,16.407
19/5/2017,15.8,16.222
18/5/2017,15.84,16.27
17/5/2017,15.478,15.904
16/5/2017,15.462,15.89
15/5/2017,15.367,15.789
12/5/2017,15.308,15.732
11/5/2017,15.327,15.75
10/5/2017,15.407,15.83
9/5/2017,15.416,15.837
8/5/2017,15.276,15.702
5/5/2017,15.223,15.646
4/5/2017,15.222,15.644
3/5/2017,15.159,15.575
2/5/2017,15.188,15.611
28/4/2017,15.293,15.719
27/4/2017,15.314,15.735
26/4/2017,15.33,15.75
25/4/2017,15.303,15.726
21/4/2017,15.294,15.716
20/4/2017,15.273,15.695
19/4/2017,15.297,15.718
18/4/2017,15.129,15.554
17/4/2017,15.083,15.504
12/4/2017,15.066,15.491
11/4/2017,15.102,15.521
10/4/2017,15.137,15.554
7/4/2017,15.248,15.663
6/4/2017,15.26,15.682
5/4/2017,15.229,15.65
4/4/2017,15.264,15.688
3/4/2017,15.294,15.72
31/3/2017,15.277,15.634
30/3/2017,15.275,15.695
29/3/2017,15.322,15.742
28/3/2017,15.419,15.84
27/3/2017,15.463,15.883
23/3/2017,15.484,15.905
22/3/2017,15.476,15.897
21/3/2017,15.48,15.901
20/3/2017,15.511,15.931
17/3/2017,15.403,15.823
16/3/2017,15.405,15.826
15/3/2017,15.402,15.822
14/3/2017,15.393,15.814
13/3/2017,15.396,15.81
10/3/2017,15.382,15.788
9/3/2017,15.47,15.866
8/3/2017,15.489,15.885
7/3/2017,15.384,15.781
6/3/2017,15.311,15.708
3/3/2017,15.311,15.708
2/3/2017,15.291,15.688
1/3/2017,15.341,15.737
24/2/2017,15.37,15.763
23/2/2017,15.44,15.828
22/2/2017,15.416,15.804
21/2/2017,15.517,15.911
20/2/2017,15.591,15.986
17/2/2017,15.552,15.946
16/2/2017,15.293,15.682
15/2/2017,15.313,15.695
14/2/2017,15.417,15.796
13/2/2017,15.38,15.762
10/2/2017,15.427,15.814
9/2/2017,15.543,15.923
8/2/2017,15.573,15.956
7/2/2017,15.595,15.95
6/2/2017,15.619,15.975
3/2/2017,15.512,15.878
2/2/2017,15.569,15.919
1/2/2017,15.686,16.049
31/1/2017,15.771,16.143
30/1/2017,15.803,16.167
27/1/2017,15.783,16.149
26/1/2017,15.806,16.186
25/1/2017,15.816,16.18
24/1/2017,15.818,16.187
23/1/2017,15.796,16.159
20/1/2017,15.762,16.127
19/1/2017,15.822,16.193
18/1/2017,15.831,16.196
17/1/2017,15.758,16.123
16/1/2017,15.732,16.089
13/1/2017,15.725,16.083
12/1/2017,15.719,16.081
11/1/2017,15.751,16.114
10/1/2017,15.737,16.101
9/1/2017,15.711,16.075
6/1/2017,15.691,16.052
5/1/2017,15.862,16.234
4/1/2017,15.998,16.371
3/1/2017,15.785,16.158
2/1/2017,15.79,16.164
30/12/2016,15.759,16.126
29/12/2016,15.767,16.14
28/12/2016,15.522,15.886
27/12/2016,15.419,15.779
26/12/2016,15.436,15.798
23/12/2016,15.43,15.791
22/12/2016,15.648,16.013
21/12/2016,15.719,16.088
20/12/2016,15.682,16.053
19/12/2016,15.696,16.05
16/12/2016,15.807,16.161
15/12/2016,15.852,16.215
14/12/2016,15.824,16.17
13/12/2016,15.865,16.224
12/12/2016,15.915,16.278
7/12/2016,15.832,16.188
6/12/2016,15.771,16.131
5/12/2016,15.763,16.123
2/12/2016,15.74,16.102
1/12/2016,15.728,16.095
30/11/2016,15.734,16.1
29/11/2016,15.52,15.879
25/11/2016,15.397,15.751
24/11/2016,15.419,15.762
23/11/2016,15.388,15.75
22/11/2016,15.315,15.663
21/11/2016,15.288,15.632
18/11/2016,15.33,15.685
17/11/2016,15.324,15.679
16/11/2016,15.371,15.726
15/11/2016,15.373,15.73
14/11/2016,15.432,15.791
11/11/2016,15.13,15.483
10/11/2016,14.927,15.282
9/11/2016,14.806,15.159
8/11/2016,14.879,15.229
7/11/2016,14.884,15.234
4/11/2016,14.936,15.282
3/11/2016,14.974,15.324
2/11/2016,14.947,15.302
1/11/2016,14.994,15.348
31/10/2016,15.046,15.401
28/10/2016,15.065,15.417
27/10/2016,15.059,15.417
26/10/2016,15.067,15.426
25/10/2016,15.062,15.419
24/10/2016,14.972,15.331
21/10/2016,15.029,15.373
20/10/2016,15.042,15.399
19/10/2016,15.07,15.422
18/10/2016,15.066,15.425
17/10/2016,15.065,15.427
14/10/2016,15.016,15.369
13/10/2016,14.995,15.351
12/10/2016,15.003,15.357
11/10/2016,15.065,15.425
7/10/2016,15.088,15.443
6/10/2016,15.095,15.444
5/10/2016,15.068,15.421
4/10/2016,15.074,15.431
3/10/2016,15.065,15.418
30/9/2016,15.139,15.487
29/9/2016,15.232,15.591
28/9/2016,15.165,15.524
27/9/2016,15.088,15.447
26/9/2016,15.073,15.427
23/9/2016,15.017,15.374
22/9/2016,15.025,15.375
21/9/2016,15.003,15.354
20/9/2016,15.017,15.371
19/9/2016,14.99,15.349
16/9/2016,14.986,15.341
15/9/2016,14.905,15.258
14/9/2016,14.879,15.237
13/9/2016,14.931,15.291
12/9/2016,14.876,15.226
9/9/2016,14.893,15.247
8/9/2016,14.909,15.27
7/9/2016,14.9,15.253
6/9/2016,14.88,15.234
5/9/2016,14.851,15.212
2/9/2016,14.851,15.2
1/9/2016,14.782,15.132
31/8/2016,14.8,15.158
30/8/2016,14.929,15.289
29/8/2016,14.928,15.284
26/8/2016,14.833,15.185
25/8/2016,14.755,15.112
24/8/2016,14.764,15.117
23/8/2016,14.757,15.105
22/8/2016,14.755,15.113
19/8/2016,14.798,15.148
18/8/2016,14.778,15.139
17/8/2016,14.634,14.99
16/8/2016,14.562,14.92
12/8/2016,14.582,14.937
11/8/2016,14.568,14.923
10/8/2016,14.622,14.972
9/8/2016,14.671,15.03
8/8/2016,14.641,14.996
5/8/2016,14.721,15.077
4/8/2016,14.755,15.102
3/8/2016,14.739,15.089
2/8/2016,14.75,15.105
1/8/2016,14.869,15.221
29/7/2016,14.936,15.289
28/7/2016,14.905,15.259
27/7/2016,14.86,15.214
26/7/2016,14.811,15.165
25/7/2016,14.806,15.16
22/7/2016,14.809,15.161
21/7/2016,14.934,15.288
20/7/2016,14.873,15.228
19/7/2016,14.909,15.259
18/7/2016,15.003,15.354
15/7/2016,14.755,15.203
14/7/2016,14.577,14.939
13/7/2016,14.476,14.831
12/7/2016,14.501,14.859
11/7/2016,14.593,14.946
7/7/2016,14.564,14.922
6/7/2016,14.661,15.012
5/7/2016,14.839,15.194
4/7/2016,14.963,15.321
1/7/2016,14.972,15.332
30/6/2016,14.853,15.211
29/6/2016,14.812,15.167
28/6/2016,14.847,15.207
27/6/2016,15.056,15.415
24/6/2016,14.715,15.09
23/6/2016,14.188,14.542
22/6/2016,13.95,14.295
21/6/2016,13.8,14.156
16/6/2016,13.77,14.117
15/6/2016,13.663,14.013
14/6/2016,13.674,14.033
13/6/2016,13.724,14.072
10/6/2016,13.727,14.078
9/6/2016,13.748,14.094
8/6/2016,13.722,14.074
7/6/2016,13.721,14.07
6/6/2016,13.682,14.033
3/6/2016,13.782,14.138
2/6/2016,13.819,14.17
1/6/2016,13.877,14.219
31/5/2016,13.901,14.254
30/5/2016,13.88,14.234
27/5/2016,13.878,14.234
26/5/2016,13.938,14.296
24/5/2016,13.945,14.294
23/5/2016,13.924,14.279
20/5/2016,13.961,14.312
19/5/2016,14.002,14.36
18/5/2016,14.031,14.382
17/5/2016,14.027,14.383
16/5/2016,14.066,14.424
13/5/2016,14.083,14.436
12/5/2016,14.105,14.464
11/5/2016,14.143,14.495
10/5/2016,14.143,14.495
9/5/2016,14.12,14.48
6/5/2016,14.151,14.5
5/5/2016,14.172,14.516
4/5/2016,14.107,14.466
3/5/2016,14.105,14.464
2/5/2016,14.163,14.516
29/4/2016,14.158,14.51
28/4/2016,14.139,14.491
27/4/2016,14.117,14.471
26/4/2016,14.211,14.566
25/4/2016,14.239,14.592
22/4/2016,14.269,14.619
21/4/2016,14.315,14.661
20/4/2016,14.177,14.535
19/4/2016,14.073,14.427
18/4/2016,14.027,14.382
15/4/2016,14.123,14.478
14/4/2016,14.261,14.615
13/4/2016,14.279,14.633
12/4/2016,14.388,14.74
11/4/2016,14.393,14.74
8/4/2016,14.344,14.694
7/4/2016,14.41,14.765
6/4/2016,14.568,14.927
5/4/2016,14.557,14.915
4/4/2016,14.679,15.039
1/4/2016,14.642,14.997
31/3/2016,14.539,14.889
30/3/2016,14.478,14.835
29/3/2016,14.516,14.868
28/3/2016,14.627,14.975
23/3/2016,14.359,14.71
22/3/2016,14.267,14.631
18/3/2016,14.718,15.082
17/3/2016,14.658,15.037
16/3/2016,14.446,14.803
15/3/2016,14.478,14.845
14/3/2016,14.631,14.995
11/3/2016,14.84,15.198
10/3/2016,15.209,15.572
9/3/2016,15.233,15.59
8/3/2016,15.281,15.648
7/3/2016,15.232,15.59
4/3/2016,15.067,15.435
3/3/2016,15.108,15.478
2/3/2016,15.52,15.881
1/3/2016,15.705,16.072
29/2/2016,15.512,15.877
26/2/2016,15.24,15.689
25/2/2016,15.201,15.561
24/2/2016,15.182,15.547
23/2/2016,15.286,15.644
22/2/2016,15.01,15.366
19/2/2016,14.878,15.239
18/2/2016,14.882,15.238
